0.01,0,0.0063769
0.01,-3.52E-08,0.01
0.01,4.09E-05,0.012649
0.01,9.26E-05,0.015999
0.01,0.00015809,0.020236
0.01,0.00024088,0.025595
0.01,0.0003456,0.032375
0.01,0.00047805,0.040949
0.01,0.00064557,0.051795
0.01,0.00085744,0.065513
0.01,0.0011254,0.082864
0.01,0.0014643,0.10481
0.01,0.001893,0.13257
0.01,0.0024351,0.16768
0.01,0.0031206,0.2121
0.01,0.0039875,0.26827
0.01,0.0050837,0.33932
0.01,0.0064697,0.42919
0.01,0.0082221,0.54287
0.01,0.010437,0.68665
0.01,0.013237,0.86851
0.01,0.016775,1.0985
0.01,0.021245,1.3895
0.01,0.026891,1.7575
0.01,0.03402,2.223
0.01,0.043015,2.8118
0.01,0.054361,3.5565
0.01,0.06866,4.4984
0.01,0.086667,5.6899
0.01,0.10101,6.6477
0.01,0.20202,6.9696
0.01,0.30303,6.9696
0.01,0.40404,6.9696
0.01,0.50505,6.9696
0.01,0.60606,6.9696
0.01,0.70707,6.9696
0.01,0.80808,6.9696
0.01,0.90909,6.9696
0.01,1.0101,6.9696
0.01,1.1111,6.9696
0.01,1.2121,6.9696
0.01,1.3131,6.9696
0.01,1.4141,6.9696
0.01,1.5152,6.9696
0.01,1.6162,6.9696
0.01,1.7172,6.9696
0.01,1.8182,6.9696
0.01,1.9192,6.9696
0.01,2.0202,6.9696
0.01,2.1212,6.9696
0.01,2.2222,6.9696
0.01,2.3232,6.9696
0.01,2.4242,6.9696
0.01,2.5253,6.9696
0.01,2.6263,6.9696
0.01,2.7273,6.9696
0.01,2.8283,6.9696
0.01,2.9293,6.9696
0.01,3.0303,6.9696
0.01,3.1313,6.9696
0.01,3.2323,6.9696
0.01,3.3333,6.9696
0.01,3.4343,6.9696
0.01,3.5354,6.9696
0.01,3.6364,6.9696
0.01,3.7374,6.9696
0.01,3.8384,6.9696
0.01,3.9394,6.9696
0.01,4.0404,6.9696
0.01,4.1414,6.9696
0.01,4.2424,6.9696
0.01,4.3434,6.9696
0.01,4.4444,6.9696
0.01,4.5455,6.9696
0.01,4.6465,6.9696
0.01,4.7475,6.9696
0.01,4.8485,6.9696
0.01,4.9495,6.9696
0.01,5.0505,6.9696
0.01,5.1515,6.9696
0.01,5.2525,6.9696
0.01,5.3535,6.9696
