342,14.971,3.6828,5.3124
343,15.159,3.6943,5.3005
344,15.349,3.7059,5.2885
345,15.541,3.7176,5.2762
346,15.734,3.7295,5.2636
347,15.93,3.7414,5.2509
348,16.128,3.7536,5.2379
349,16.328,3.7659,5.2246
350,16.529,3.7784,5.211
351,16.733,3.791,5.1971
352,16.939,3.8039,5.1829
353,17.147,3.817,5.1683
354,17.358,3.8303,5.1534
355,17.57,3.8439,5.138
356,17.785,3.8577,5.1222
357,18.002,3.8719,5.1059
358,18.221,3.8864,5.0891
359,18.442,3.9014,5.0717
360,18.666,3.9167,5.0536
361,18.892,3.9325,5.0347
362,19.121,3.9488,5.0151
363,19.352,3.9656,4.9945
364,19.585,3.9831,4.9727
365,19.821,4.0014,4.9497
366,20.06,4.0205,4.9251
367,20.302,4.0406,4.8986
368,20.546,4.0621,4.8697
369,20.793,4.0853,4.8376
370,21.044,4.1112,4.8012
371,21.297,4.1412,4.7586
372,21.554,4.1785,4.7059
373,21.814,4.2308,4.6334
373.946,22.064,4.407,4.407
